s_id,a_id,x,y
141,-66,-1590.2,3905.47
141,-70,-191.11,-82.71
141,-77,-1119.14,2766.48
141,-79,-2675.96,742.5
141,-97,-3652.47,61.76
141,-116,-479.49,173.21
141,-124,-2173.11,816.62
141,-134,164.17,1226.15
141,-144,-3310.84,1673.41
141,-156,-2838.32,3515.92
141,-165,-2924.63,2443.06
142,-1,466.08,2204.25
142,-2,-1440.1,1951.57
142,-7,2435.6,1007.36
142,-9,2730.21,2556.18
142,-10,-1373.62,2031.86
142,-19,2103.24,-1589.89
142,-20,-1117.5,1416.69
142,-21,1978.95,-1833.27
142,-24,-3557.55,-1696.3
142,-25,-2326.95,3693.46
142,-26,-2153.24,3207.19
142,-27,-2364.97,3865.74
142,-29,-1886.77,3403.67
142,-33,-991.24,2477.1
142,-36,-688.9,1076.49
142,-37,-3547.69,-1587.19
142,-46,-1457.11,3678.71
142,-49,-1961.84,3574.39
142,-54,-1045.55,3963.52
142,-59,3618.49,1921.82
142,-65,-1802.97,3479.64
142,-73,3045.29,-3128.89
142,-75,3167.73,-2950
142,-85,1787.25,-1687.46
142,-86,1377.86,2553.76
142,-89,241.06,-2598.68
142,-90,652,573.73
142,-92,-1340.61,2021.71
142,-103,1291.15,953.76
142,-105,-340.33,2165.11
142,-111,2812.8,-2655.89
142,-112,4090.7,-1493.34
142,-118,-356.8,2180.75
142,-122,2149.18,2816.5
142,-125,355.14,-2736.5
142,-129,1966.66,2282.67
142,-137,638.56,-658.07
142,-140,906.84,-487.13
142,-147,551.31,985.6
143,-3,725.41,3850.37
143,-5,4285,-894.14
143,-6,-1140.39,1797.8
143,-15,1878.34,-876.27
143,-16,1649.55,630.32
143,-34,4493.47,-681.63
143,-38,3026.47,-2696.99
143,-47,-2398.54,1880.46
143,-61,-1545.02,3168.52
143,-63,-3328.58,2778.14
143,-67,3220.92,-2925.16
143,-69,-1019.75,1320.26
143,-82,1599.25,739.62
143,-91,888.77,3359.75
143,-96,3409.23,-2893.58
143,-99,2805.87,-2716.09
143,-100,-952.96,4374.49
143,-101,248.13,298.87
143,-102,413.78,4379.09
143,-104,45.67,4079.58
143,-106,962.06,3725.03
143,-109,-1312.09,2389.02
143,-119,2874.88,-2747.94
143,-121,3472.32,-2589.17
143,-130,-4541.76,-216.25
143,-131,3724.9,-1063.64
143,-139,-123.79,4235.81
143,-149,-281.87,71.46
143,-150,1477.12,3206.37
143,-155,2931.35,-2200.06
143,-158,-516.86,3727.77
143,-159,-1913.17,-400.35
143,-161,3048.41,-3126.35
143,-163,257.17,3726.6
144,-4,3699.81,-1971.78
144,-5,-1065.75,3678.13
144,-12,2502.08,-1374.57
144,-13,674.7,-864.74
144,-14,-440.9,3078.96
144,-17,3148.02,-1582.08
144,-28,794.88,1267.42
144,-30,2382.14,-1567
144,-34,-857.28,3890.65
144,-38,-2324.28,1875.28
144,-43,2543.45,-1364.9
144,-53,1203.57,-870.57
144,-55,-2689.99,-281.51
144,-58,391.84,624.65
144,-66,1720.64,2232.06
144,-67,-2129.84,1647.12
144,-68,-1207.56,1919.44
144,-70,3119.73,-1756.13
144,-71,-468.73,944.42
144,-77,2191.7,1093.07
144,-79,634.88,-930.91
144,-88,-823.05,2776.61
144,-94,2546.24,3019.23
144,-95,732.57,3269.32
144,-96,-1941.52,1678.69
144,-97,-341.64,-1611.66
144,-99,-2544.88,1856.19
144,-113,-3054,-723.04
144,-116,2831.34,-1500.2
144,-119,-2475.87,1824.33
144,-121,-1878.43,1983.11
144,-124,1137.73,-856.79
144,-131,-1625.86,3508.63
144,-134,3475.01,-447.26
144,-141,3310.84,-1673.41
144,-145,-1504.85,1225.16
144,-151,-968.6,888.91
144,-155,-2419.4,2372.21
144,-156,472.52,1842.51
144,-161,-2302.34,1445.93
144,-165,386.2,769.65
144,-167,-1230.21,-2765.73
145,-5,439.1,2452.98
145,-13,2179.55,-2089.9
145,-14,1063.95,1853.8
145,-15,-1967.57,2470.85
145,-28,2299.73,42.27
145,-34,647.57,2665.49
145,-38,-819.44,650.12
145,-53,2708.42,-2095.73
145,-55,-1185.14,-1506.66
145,-58,1896.69,-600.51
145,-66,3225.48,1006.9
145,-67,-624.99,421.96
145,-68,297.28,694.28
145,-71,1036.11,-280.74
145,-77,3696.54,-132.09
145,-79,2139.73,-2156.07
145,-88,681.8,1551.46
145,-94,4051.09,1794.07
145,-95,2237.41,2044.16
145,-96,-436.68,453.53
145,-97,1163.21,-2836.82
145,-99,-1040.04,631.03
145,-113,-1549.16,-1948.2
145,-119,-971.02,599.18
145,-121,-373.58,757.95
145,-124,2642.58,-2081.95
145,-131,-121.01,2283.47
145,-144,1504.85,-1225.16
145,-151,536.24,-336.24
145,-155,-914.55,1147.06
145,-156,1977.37,617.35
145,-161,-797.49,220.77
145,-165,1891.05,-455.51
145,-167,274.63,-3990.89
146,-45,-90.76,-9.64
146,-57,-167.69,-96.56
146,-74,212.38,-284.01
146,-76,3614.33,-2162.85
146,-107,3527.81,-2857.17
146,-110,3762.08,-2472.75
146,-114,568.38,-955.2
146,-115,-1080.23,1123.33
146,-126,-167.39,108.65
146,-135,-293.94,202.68
146,-138,2429.51,-1797.96
146,-152,3115.88,-1832.61
146,-160,335.2,-701.96
147,-1,-85.23,1218.65
147,-2,-1991.41,965.97
147,-7,1884.3,21.76
147,-9,2178.91,1570.58
147,-10,-1924.92,1046.26
147,-19,1551.94,-2575.49
147,-20,-1668.81,431.09
147,-21,1427.64,-2818.87
147,-25,-2878.26,2707.86
147,-26,-2704.55,2221.59
147,-27,-2916.28,2880.14
147,-29,-2438.07,2418.07
147,-33,-1542.54,1491.5
147,-36,-1240.2,90.89
147,-46,-2008.41,2693.11
147,-49,-2513.15,2588.8
147,-54,-1596.85,2977.92
147,-59,3067.18,936.22
147,-65,-2354.28,2494.04
147,-85,1235.95,-2673.06
147,-86,826.55,1568.16
147,-89,-310.25,-3584.28
147,-90,100.7,-411.87
147,-92,-1891.91,1036.11
147,-103,739.84,-31.84
147,-105,-891.64,1179.51
147,-108,-2742.57,3089.8
147,-111,2261.49,-3641.49
147,-112,3539.39,-2478.94
147,-118,-908.1,1195.15
147,-122,1597.88,1830.9
147,-125,-196.17,-3722.09
147,-129,1415.35,1297.07
147,-136,-2494.49,3618.9
147,-137,87.25,-1643.67
147,-140,355.53,-1472.73
147,-142,-551.31,-985.6
148,-8,3878.35,-18.89
148,-22,3386.5,-372.13
148,-31,624.29,2278.82
148,-32,871.31,2698.12
148,-35,3761.57,201.21
148,-39,2662.49,999.15
148,-40,1839.02,-528.69
148,-41,2890.71,27.94
148,-42,743.35,2348.46
148,-44,4252.76,1209.59
148,-51,2547.37,490.47
148,-52,-922.64,3732.53
148,-56,1773.41,1758.81
148,-62,1468.17,1574.13
148,-64,2517.32,342.28
148,-72,2121.7,164.07
148,-73,-1359.88,4225.74
148,-81,1450.39,-1475.41
148,-83,2935.08,1747.02
148,-84,1099.43,2016.44
148,-87,472.2,-385.24
148,-93,2591.08,730.89
148,-98,1898.11,1009.51
148,-128,1336.09,1398.06
148,-132,2741.07,1154.98
148,-133,-59.67,2975.52
148,-153,-188.63,3347.46
148,-157,2019.71,1768.5
148,-162,3359.12,494.92
148,-164,1868.65,867.91
148,-166,2201.89,1916.14
149,-3,1007.28,3778.91
149,-6,-858.52,1726.34
149,-15,2160.21,-947.73
149,-16,1931.43,558.86
149,-38,3308.34,-2768.45
149,-47,-2116.67,1809
149,-61,-1263.14,3097.06
149,-63,-3046.71,2706.68
149,-69,-737.88,1248.81
149,-82,1881.12,668.16
149,-91,1170.65,3288.29
149,-99,3087.74,-2787.55
149,-100,-671.09,4303.04
149,-101,530.01,227.42
149,-102,695.65,4307.63
149,-104,327.55,4008.12
149,-106,1243.93,3653.57
149,-109,-1030.22,2317.56
149,-117,-2991.9,3219.85
149,-119,3156.76,-2819.4
149,-130,-4259.89,-287.71
149,-131,4006.77,-1135.1
149,-139,158.08,4164.35
149,-143,281.87,-71.46
149,-150,1758.99,3134.92
149,-155,3213.23,-2271.52
149,-158,-234.98,3656.31
149,-159,-1631.3,-471.81
149,-163,539.04,3655.14
150,-3,-751.71,643.99
150,-6,-2617.51,-1408.57
150,-15,401.22,-4082.64
150,-16,172.44,-2576.06
150,-47,-3875.66,-1325.91
150,-48,-2159.83,2043.14
150,-50,-857.55,1800.4
150,-61,-3022.13,-37.86
150,-69,-2496.87,-1886.11
150,-82,122.13,-2466.75
150,-91,-588.34,153.37
150,-100,-2430.08,1168.12
150,-101,-1228.98,-2907.5
150,-102,-1063.34,1172.72
150,-104,-1431.44,873.2
150,-106,-515.06,518.65
150,-109,-2789.21,-817.36
150,-127,-2006.85,2326.41
150,-139,-1600.91,1029.44
150,-143,-1477.12,-3206.37
150,-149,-1758.99,-3134.92
150,-154,-397.25,1773.75
150,-158,-1993.97,521.4
150,-163,-1219.95,520.22
151,-5,-97.14,2789.22
151,-12,3470.69,-2263.49
151,-13,1643.3,-1753.65
151,-14,527.71,2190.05
151,-15,-2503.81,2807.09
151,-28,1763.48,378.51
151,-30,3350.75,-2455.91
151,-34,111.33,3001.73
151,-38,-1355.68,986.37
151,-43,3512.06,-2253.81
151,-53,2172.18,-1759.48
151,-55,-1721.38,-1170.42
151,-58,1360.45,-264.26
151,-66,2689.24,1343.14
151,-67,-1161.23,758.2
151,-68,-238.96,1030.53
151,-71,499.87,55.5
151,-77,3160.3,204.15
151,-79,1603.49,-1819.83
151,-88,145.56,1887.7
151,-94,3514.84,2130.32
151,-95,1701.17,2380.41
151,-96,-972.92,789.78
151,-97,626.97,-2500.57
151,-99,-1576.28,967.27
151,-113,-2085.4,-1611.96
151,-116,3799.95,-2389.11
151,-119,-1507.26,935.42
151,-121,-909.83,1094.19
151,-124,2106.33,-1745.71
151,-131,-657.25,2619.72
151,-144,968.6,-888.91
151,-145,-536.24,336.24
151,-155,-1450.79,1483.3
151,-156,1441.12,953.6
151,-161,-1333.74,557.02
151,-165,1354.81,-119.27
151,-167,-261.61,-3654.64
152,-18,2169.41,-1589.59
152,-25,2699.15,-2076.55
152,-26,2872.86,-2562.82
152,-27,2661.13,-1904.28
152,-29,3139.34,-2366.35
152,-45,-3206.64,1822.97
152,-46,3569,-2091.3
152,-49,3064.26,-2195.62
152,-54,3980.56,-1806.5
152,-57,-3283.57,1736.05
152,-65,3223.13,-2290.38
152,-74,-2903.5,1548.6
152,-76,498.45,-330.24
152,-107,411.94,-1024.56
152,-108,2834.84,-1694.62
152,-110,646.2,-640.14
152,-114,-2547.5,877.42
152,-120,755.39,-1102.54
152,-123,1980.56,-685.81
152,-126,-3283.27,1941.26
152,-135,-3409.81,2035.29
152,-136,3082.92,-1165.51
152,-138,-686.37,34.65
152,-146,-3115.88,1832.61
152,-160,-2780.67,1130.65
153,-19,-2113.3,2417.28
153,-21,-2237.6,2173.89
153,-31,812.92,-1068.64
153,-32,1059.94,-649.34
153,-39,2851.12,-2348.31
153,-40,2027.65,-3876.15
153,-41,3079.34,-3319.52
153,-42,931.98,-999
153,-51,2736,-2856.99
153,-52,-734.01,385.08
153,-56,1962.04,-1588.64
153,-62,1656.8,-1773.33
153,-64,2705.95,-3005.18
153,-72,2310.33,-3183.39
153,-73,-1171.25,878.28
153,-75,-1048.81,1057.17
153,-83,3123.71,-1600.44
153,-84,1288.06,-1331.02
153,-85,-2429.29,2319.71
153,-87,660.83,-3732.7
153,-89,-3975.49,1408.49
153,-93,2779.71,-2616.57
153,-98,2086.74,-2337.95
153,-111,-1403.74,1351.28
153,-112,-125.85,2513.83
153,-125,-3861.41,1270.67
153,-128,1524.72,-1949.4
153,-132,2929.7,-2192.47
153,-133,128.96,-371.94
153,-148,188.63,-3347.46
153,-157,2208.34,-1578.96
153,-164,2057.28,-2479.55
153,-166,2390.52,-1431.32
154,-3,-354.46,-1129.76
154,-6,-2220.26,-3182.32
154,-16,569.68,-4349.81
154,-48,-1762.58,269.39
154,-50,-460.3,26.65
154,-61,-2624.89,-1811.61
154,-69,-2099.63,-3659.86
154,-82,519.38,-4240.5
154,-91,-191.1,-1620.38
154,-100,-2032.84,-605.63
154,-102,-666.09,-601.03
154,-104,-1034.2,-900.55
154,-106,-117.81,-1255.1
154,-109,-2391.96,-2591.11
154,-127,-1609.6,552.66
154,-139,-1203.66,-744.32
154,-150,397.25,-1773.75
154,-158,-1596.73,-1252.35
154,-163,-822.7,-1253.53
155,-5,1353.65,1305.92
155,-13,3094.1,-3236.95
155,-14,1978.5,706.75
155,-15,-1053.02,1323.79
155,-16,-1281.8,2830.38
155,-28,3214.28,-1104.79
155,-34,1562.12,1518.43
155,-38,95.11,-496.93
155,-55,-270.59,-2653.72
155,-58,2811.24,-1747.56
155,-66,4140.03,-140.16
155,-67,289.56,-725.1
155,-68,1211.83,-452.77
155,-71,1950.66,-1427.8
155,-79,3054.28,-3303.13
155,-82,-1332.11,2939.68
155,-88,1596.35,404.4
155,-95,3151.96,897.11
155,-96,477.87,-693.52
155,-97,2077.76,-3983.87
155,-99,-125.49,-516.03
155,-101,-2683.22,2498.94
155,-113,-634.61,-3095.26
155,-119,-56.47,-547.88
155,-121,540.97,-389.11
155,-131,793.54,1136.42
155,-143,-2931.35,2200.06
155,-144,2419.4,-2372.21
155,-145,914.55,-1147.06
155,-149,-3213.23,2271.52
155,-151,1450.79,-1483.3
155,-156,2891.92,-529.7
155,-161,117.06,-926.28
155,-165,2805.6,-1602.57
156,-5,-1538.27,1835.62
156,-12,2029.56,-3217.08
156,-13,202.18,-2707.25
156,-14,-913.41,1236.45
156,-15,-3944.93,1853.5
156,-17,2675.51,-3424.59
156,-28,322.36,-575.08
156,-30,1909.62,-3409.51
156,-34,-1329.8,2048.14
156,-38,-2796.8,32.77
156,-43,2070.93,-3207.41
156,-53,731.05,-2713.08
156,-55,-3162.51,-2124.01
156,-58,-80.67,-1217.86
156,-66,1248.12,389.55
156,-67,-2602.35,-195.39
156,-68,-1680.08,76.93
156,-70,2647.21,-3598.64
156,-71,-941.25,-898.09
156,-77,1719.18,-749.44
156,-79,162.36,-2773.42
156,-88,-1295.57,934.1
156,-94,2073.72,1176.72
156,-95,260.05,1426.81
156,-96,-2414.04,-163.82
156,-97,-814.15,-3454.17
156,-99,-3017.4,13.68
156,-113,-3526.52,-2565.55
156,-116,2358.83,-3342.71
156,-119,-2948.39,-18.18
156,-121,-2350.95,140.6
156,-124,665.21,-2699.3
156,-131,-2098.37,1666.12
156,-134,3002.49,-2289.77
156,-141,2838.32,-3515.92
156,-144,-472.52,-1842.51
156,-145,-1977.37,-617.35
156,-151,-1441.12,-953.6
156,-155,-2891.92,529.7
156,-161,-2774.86,-396.58
156,-165,-86.32,-1072.86
157,-8,1858.64,-1787.39
157,-11,3189.93,-884.73
157,-22,1366.78,-2140.64
157,-31,-1395.42,510.31
157,-32,-1148.4,929.62
157,-35,1741.85,-1567.3
157,-39,642.77,-769.35
157,-40,-180.69,-2297.19
157,-41,871,-1740.57
157,-42,-1276.36,579.96
157,-44,2233.04,-558.91
157,-51,527.66,-1278.03
157,-52,-2942.35,1964.03
157,-56,-246.3,-9.69
157,-60,2797.64,22.6
157,-62,-551.54,-194.37
157,-64,497.61,-1426.23
157,-72,101.99,-1604.44
157,-73,-3379.59,2457.24
157,-75,-3257.16,2636.13
157,-81,-569.32,-3243.91
157,-83,915.36,-21.48
157,-84,-920.28,247.94
157,-87,-1547.51,-2153.74
157,-93,571.37,-1037.61
157,-98,-121.6,-758.99
157,-128,-683.63,-370.44
157,-132,721.35,-613.52
157,-133,-2079.38,1207.02
157,-148,-2019.71,-1768.5
157,-153,-2208.34,1578.96
157,-162,1339.41,-1273.58
157,-164,-151.07,-900.6
157,-166,182.18,147.64
158,-3,1242.27,122.59
158,-6,-623.54,-1929.97
158,-11,-3125.85,2144.25
158,-16,2166.41,-3097.45
158,-47,-1881.69,-1847.31
158,-48,-165.85,1521.74
158,-50,1136.42,1279
158,-61,-1028.16,-559.26
158,-63,-2811.73,-949.63
158,-69,-502.9,-2407.51
158,-82,2116.1,-2988.15
158,-91,1405.63,-368.03
158,-100,-436.11,646.72
158,-101,764.99,-3428.9
158,-102,930.63,651.32
158,-104,562.53,351.8
158,-106,1478.92,-2.74
158,-109,-795.24,-1338.76
158,-117,-2756.91,-436.47
158,-127,-12.88,1805.01
158,-139,393.06,508.04
158,-143,516.86,-3727.77
158,-149,234.98,-3656.31
158,-150,1993.97,-521.4
158,-154,1596.73,1252.35
158,-159,-1396.32,-4128.12
158,-163,774.02,-1.17
159,-6,772.78,2198.15
159,-15,3791.51,-475.92
159,-16,3562.73,1030.67
159,-23,-3576.68,1519.22
159,-47,-485.37,2280.81
159,-61,368.16,3568.87
159,-63,-1415.41,3178.49
159,-69,893.42,1720.61
159,-80,-2367.16,-2264.28
159,-82,3512.42,1139.97
159,-101,2161.31,699.23
159,-109,601.08,2789.37
159,-117,-1360.6,3691.66
159,-130,-2628.59,184.1
159,-143,1913.17,400.35
159,-149,1631.3,471.81
159,-158,1396.32,4128.12
160,-45,-425.96,692.32
160,-57,-502.89,605.4
160,-74,-122.83,417.95
160,-76,3279.13,-1460.89
160,-107,3192.61,-2155.21
160,-110,3426.88,-1770.79
160,-114,233.17,-253.24
160,-115,-1415.44,1825.29
160,-120,3536.06,-2233.19
160,-126,-502.6,810.61
160,-135,-629.14,904.63
160,-138,2094.3,-1096.01
160,-146,-335.2,701.96
160,-152,2780.67,-1130.65
161,-5,1236.59,2232.2
161,-13,2977.04,-2310.67
161,-14,1861.44,1633.03
161,-15,-1170.07,2250.08
161,-16,-1398.86,3756.66
161,-28,3097.22,-178.51
161,-34,1445.06,2444.72
161,-38,-21.94,429.35
161,-53,3505.91,-2316.5
161,-55,-387.65,-1727.44
161,-58,2694.18,-821.28
161,-66,4022.98,786.13
161,-67,172.51,201.19
161,-68,1094.78,473.51
161,-71,1833.61,-501.51
161,-77,4494.04,-352.86
161,-79,2937.22,-2376.84
161,-82,-1449.16,3865.97
161,-88,1479.29,1330.68
161,-95,3034.91,1823.39
161,-96,360.82,232.76
161,-97,1960.7,-3057.59
161,-99,-242.54,410.26
161,-101,-2800.28,3425.22
161,-113,-751.66,-2168.97
161,-119,-173.53,378.4
161,-121,423.91,537.18
161,-124,3440.07,-2302.72
161,-131,676.49,2062.7
161,-143,-3048.41,3126.35
161,-144,2302.34,-1445.93
161,-145,797.49,-220.77
161,-151,1333.74,-557.02
161,-155,-117.06,926.28
161,-156,2774.86,396.58
161,-165,2688.54,-676.28
161,-167,1072.13,-4211.66
162,-8,519.23,-513.81
162,-11,1850.52,388.85
162,-22,27.38,-867.06
162,-23,3.38,-4364.31
162,-31,-2734.83,1783.89
162,-32,-2487.81,2203.2
162,-35,402.45,-293.72
162,-39,-696.63,504.22
162,-40,-1520.1,-1023.62
162,-41,-468.41,-466.99
162,-42,-2615.76,1853.53
162,-44,893.64,714.67
162,-51,-811.75,-4.46
162,-56,-1585.71,1263.89
162,-60,1458.24,1296.18
162,-62,-1890.94,1079.21
162,-63,2164.65,-2705.03
162,-64,-841.8,-152.65
162,-72,-1237.42,-330.86
162,-81,-1908.73,-1970.33
162,-83,-424.04,1252.09
162,-84,-2259.69,1521.51
162,-87,-2886.92,-880.16
162,-93,-768.04,235.96
162,-98,-1461.01,514.59
162,-117,2219.46,-2191.87
162,-128,-2023.03,903.13
162,-132,-618.05,660.06
162,-133,-3418.79,2480.6
162,-148,-3359.12,-494.92
162,-157,-1339.41,1273.58
162,-164,-1490.47,372.98
162,-166,-1157.23,1421.22
163,-3,468.24,123.77
163,-6,-1397.56,-1928.8
163,-11,-3899.87,2145.42
163,-16,1392.39,-3096.28
163,-47,-2655.71,-1846.14
163,-48,-939.88,1522.91
163,-50,362.4,1280.18
163,-61,-1802.19,-558.08
163,-63,-3585.75,-948.46
163,-69,-1276.92,-2406.33
163,-82,1342.08,-2986.98
163,-91,631.61,-366.85
163,-100,-1210.13,647.9
163,-101,-9.04,-3427.72
163,-102,156.61,652.49
163,-104,-211.5,352.98
163,-106,704.89,-1.57
163,-109,-1569.26,-1337.58
163,-117,-3530.94,-435.29
163,-127,-786.9,1806.19
163,-139,-380.96,509.21
163,-143,-257.17,-3726.6
163,-149,-539.04,-3655.14
163,-150,1219.95,-520.22
163,-154,822.7,1253.53
163,-158,-774.02,1.17
164,-8,2009.7,-886.79
164,-11,3341,15.86
164,-22,1517.85,-1240.04
164,-31,-1244.35,1410.91
164,-32,-997.34,1830.22
164,-35,1892.92,-666.7
164,-39,793.84,131.24
164,-40,-29.62,-1396.6
164,-41,1022.06,-839.97
164,-42,-1125.29,1480.55
164,-44,2384.11,341.68
164,-51,678.73,-377.44
164,-52,-2791.29,2864.63
164,-56,-95.24,890.91
164,-60,2948.71,923.2
164,-62,-400.47,706.23
164,-64,648.68,-525.63
164,-72,253.06,-703.84
164,-81,-418.25,-2343.31
164,-83,1066.43,879.11
164,-84,-769.21,1148.53
164,-87,-1396.44,-1253.14
164,-93,722.44,-137.02
164,-98,29.46,141.6
164,-117,3709.93,-2564.85
164,-128,-532.56,530.15
164,-132,872.42,287.08
164,-133,-1928.31,2107.62
164,-148,-1868.65,-867.91
164,-153,-2057.28,2479.55
164,-157,151.07,900.6
164,-162,1490.47,-372.98
164,-166,333.25,1048.24
165,-4,3313.61,-2741.43
165,-5,-1451.95,2908.49
165,-12,2115.88,-2144.22
165,-13,288.5,-1634.39
165,-14,-827.1,2309.32
165,-17,2761.82,-2351.73
165,-28,408.68,497.78
165,-30,1995.94,-2336.64
165,-34,-1243.48,3121
165,-38,-2710.49,1105.63
165,-43,2157.25,-2134.54
165,-53,817.37,-1640.22
165,-55,-3076.19,-1051.15
165,-58,5.64,-145
165,-66,1334.43,1462.41
165,-67,-2516.04,877.47
165,-68,-1593.77,1149.79
165,-70,2733.52,-2525.77
165,-71,-854.94,174.77
165,-77,1805.49,323.42
165,-79,248.68,-1700.56
165,-88,-1209.25,2006.97
165,-94,2160.04,2249.59
165,-95,346.36,2499.67
165,-96,-2327.73,909.04
165,-97,-727.84,-2381.31
165,-99,-2931.09,1086.54
165,-113,-3440.21,-1492.69
165,-116,2445.14,-2269.85
165,-119,-2862.07,1054.69
165,-121,-2264.63,1213.46
165,-124,751.52,-1626.44
165,-131,-2012.06,2738.98
165,-134,3088.8,-1216.91
165,-141,2924.63,-2443.06
165,-144,-386.2,-769.65
165,-145,-1891.05,455.51
165,-151,-1354.81,119.27
165,-155,-2805.6,1602.57
165,-156,86.32,1072.86
165,-161,-2688.54,676.28
165,-167,-1616.42,-3535.38
166,-8,1676.46,-1935.03
166,-11,3007.75,-1032.37
166,-22,1184.61,-2288.27
166,-31,-1577.6,362.67
166,-32,-1330.58,781.98
166,-35,1559.68,-1714.94
166,-39,460.59,-916.99
166,-40,-362.87,-2444.83
166,-41,688.82,-1888.21
166,-42,-1458.54,432.32
166,-44,2050.86,-706.55
166,-51,345.48,-1425.67
166,-52,-3124.53,1816.39
166,-56,-428.48,-157.33
166,-60,2615.46,-125.04
166,-62,-733.72,-342.01
166,-64,315.43,-1573.87
166,-72,-80.19,-1752.07
166,-73,-3561.77,2309.6
166,-75,-3439.34,2488.49
166,-81,-751.5,-3391.55
166,-83,733.19,-169.12
166,-84,-1102.46,100.3
166,-87,-1729.69,-2301.38
166,-93,389.19,-1185.25
166,-98,-303.78,-906.63
166,-128,-865.8,-518.08
166,-132,539.18,-761.16
166,-133,-2261.56,1059.38
166,-148,-2201.89,-1916.14
166,-153,-2390.52,1431.32
166,-157,-182.18,-147.64
166,-162,1157.23,-1421.22
166,-164,-333.25,-1048.24
167,-12,3732.29,1391.15
167,-13,1904.91,1900.99
167,-17,4378.24,1183.65
167,-28,2025.09,4033.15
167,-30,3612.36,1198.73
167,-43,3773.67,1400.83
167,-53,2433.79,1895.16
167,-55,-1459.77,2484.22
167,-58,1622.06,3390.38
167,-67,-899.62,4412.85
167,-70,4349.94,1009.6
167,-71,761.48,3710.15
167,-79,1865.1,1834.82
167,-96,-711.31,4444.42
167,-97,888.58,1154.07
167,-113,-1823.79,2042.69
167,-116,4061.56,1265.53
167,-124,2367.94,1908.94
167,-144,1230.21,2765.73
167,-145,-274.63,3990.89
167,-151,261.61,3654.64
167,-161,-1072.13,4211.66
167,-165,1616.42,3535.38
